term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1447.6020423238472 1.0230062350935416 
cotton 	 3978.3135168337253 1.0230062350935416 
mather 	 5717.579420870844 1.0230062350935416 
william 	 1086.6952988792755 1.4191490187477267 
byrd 	 14905.555103237186 0.5174554686276136 
franklin's 	 15838.220382125859 0.5174554686276136 
philosophies 	 9378.761788200212 0.5174554686276136 
compared 	 1369.8975489248978 1.2714450032038727 
colonial 	 10844.097559375203 0.5174554686276136 
especially 	 625.1444274737611 1.5170584509536702 
context 	 7967.460601182277 0.5174554686276136 
puritan 	 4530.3457409168395 1.0230062350935416 
beliefs 	 9096.670903999833 0.5174554686276136 
politics 	 6849.487744624489 0.5174554686276136 
honorable 	 17152.73826261253 0.5174554686276136 
living 	 3565.7893144124346 0.8221880785199407 
supporting 	 8714.818302401836 0.5174554686276136 
dilemma 	 5812.972473787778 0.8221880785199407 
ethics 	 10029.336182888506 0.5174554686276136 
morality 	 3176.526559629511 1.0230062350935416 
viewed 	 4843.878695562917 0.8221880785199407 
agee 	 17152.73826261253 0.5174554686276136 
carlos 	 6795.518611375259 0.8221880785199407 
williams 	 2771.0889012743924 1.1653200362906024 
flannery 	 17152.73826261253 0.5174554686276136 
connor 	 4968.518367745729 1.0230062350935416 
masque 	 19399.921421987874 0.5174554686276136 
death 	 586.6557892986216 1.5545974356392231 
edgar 	 2109.7286573103074 1.3536276878527662 
allan 	 7919.1101910629295 0.8221880785199407 
irony 	 6545.640359375273 0.8221880785199407 
wishes 	 11343.854063375175 0.5174554686276136 
poe's 	 1616.6601184989895 1.614523511665609 
octopus 	 19399.921421987874 0.5174554686276136 
frank 	 6138.259671131925 0.8221880785199407 
norris 	 19399.921421987874 0.5174554686276136 
raking 	 19399.921421987874 0.5174554686276136 
twentieth 	 10214.643760557617 0.5174554686276136 
industrial 	 6408.1472354642 0.5174554686276136 
nathaniel 	 15838.220382125859 0.5174554686276136 
technique 	 2904.9394341339457 1.0230062350935416 
authors 	 2082.2377568973 1.2714450032038727 
special 	 5359.683932779586 0.5174554686276136 
reference 	 7782.153023513162 0.5174554686276136 
existentialism 	 12658.371943861843 0.5174554686276136 
player 	 15838.220382125859 0.5174554686276136 
piano 	 12658.371943861843 0.5174554686276136 
kurt 	 4968.518367745729 1.0230062350935416 
industrialized 	 11934.940550501176 0.5174554686276136 
satirized 	 19399.921421987874 0.5174554686276136 
vonnegut's 	 5717.579420870844 1.0230062350935416 
stephen 	 4727.37456995884 1.0230062350935416 
imminent 	 13091.280718750546 0.5174554686276136 
crisis 	 3264.1175191259463 0.8221880785199407 
human 	 555.2051164940295 1.5170584509536702 
aim 	 10844.097559375203 0.5174554686276136 
song 	 3875.3149825251853 1.0230062350935416 
jean 	 11625.944947575555 0.5174554686276136 
gould 	 14905.555103237186 0.5174554686276136 
frost 	 15838.220382125859 0.5174554686276136 
rebirth 	 9699.960710993937 0.8221880785199407 
concept 	 6528.235038251893 0.5174554686276136 
arthur 	 12276.51934226385 0.5174554686276136 
clarke's 	 19399.921421987874 0.5174554686276136 
space 	 2260.8800051710737 1.0230062350935416 
odyssey 	 7091.061854938259 0.8221880785199407 
experience 	 5817.0607483382 0.5174554686276136 
born 	 10620.422670014506 0.5174554686276136 
jungian 	 17152.73826261253 0.5174554686276136 
sense 	 3891.076511756581 0.8221880785199407 
relationship 	 596.9643627325304 1.4726094333971056 
occurrence 	 11934.940550501176 0.5174554686276136 
monolith 	 19399.921421987874 0.5174554686276136 
king's 	 14905.555103237186 0.5174554686276136 
humboldt's 	 19399.921421987874 0.5174554686276136 
gift 	 11934.940550501176 0.5174554686276136 
redemption 	 14182.123709876518 0.5174554686276136 
penn 	 14182.123709876518 0.5174554686276136 
warren's 	 14905.555103237186 0.5174554686276136 
salvation 	 13591.037222750518 0.5174554686276136 
analyzed 	 4843.878695562917 0.8221880785199407 
sophie's 	 19399.921421987874 0.5174554686276136 
choice 	 7522.654565235558 0.5174554686276136 
sammler's 	 19399.921421987874 0.5174554686276136 
planet 	 11343.854063375175 0.5174554686276136 
evils 	 14182.123709876518 0.5174554686276136 
holocaust 	 10844.097559375203 0.5174554686276136 
survivors 	 12658.371943861843 0.5174554686276136 
success 	 7967.460601182277 0.5174554686276136 
influences 	 3803.433546077464 0.8221880785199407 
hero's 	 15838.220382125859 0.5174554686276136 
ragtime 	 15838.220382125859 0.5174554686276136 
era 	 7782.153023513162 0.5174554686276136 
romance 	 14182.123709876518 0.5174554686276136 
based 	 1994.3910112105186 0.8221880785199407 
real 	 6467.635143026494 0.5174554686276136 
figures 	 8483.148341171724 0.5174554686276136 
doctorow 	 9699.960710993937 0.8221880785199407 
setting 	 3761.327282617779 0.8221880785199407 
atmosphere 	 5014.668091444253 0.8221880785199407 
carol 	 7091.061854938259 0.8221880785199407 
oates 	 19399.921421987874 0.5174554686276136 
elizabeth 	 13591.037222750518 0.5174554686276136 
bowen 	 17152.73826261253 0.5174554686276136 
powers 	 8483.148341171724 0.5174554686276136 
devices 	 10411.188784486501 0.5174554686276136 
develop 	 7282.396519513192 0.5174554686276136 
plot 	 3781.2846877917254 1.0230062350935416 
various 	 990.2383813433864 1.1653200362906024 
stories 	 1563.1269647000354 1.3536276878527662 
leaving 	 10214.643760557617 0.5174554686276136 
yellow 	 9378.761788200212 0.5174554686276136 
house 	 2908.5303741691 0.8221880785199407 
region 	 7440.57423175049 0.5174554686276136 
demon 	 14182.123709876518 0.5174554686276136 
lover 	 13591.037222750518 0.5174554686276136 
soloman 	 17152.73826261253 0.5174554686276136 
gold 	 10844.097559375203 0.5174554686276136 
familial 	 15838.220382125859 0.5174554686276136 
relationships 	 4186.619755319582 0.8221880785199407 
ethnic 	 7440.57423175049 0.5174554686276136 
minorities 	 9854.050251530272 0.5174554686276136 
afn 	 672.1762664550023 1.4191490187477267 
rebellion 	 2906.486236893889 1.1653200362906024 
heros 	 19399.921421987874 0.5174554686276136 
jane 	 7091.061854938259 0.8221880785199407 
austen 	 5717.579420870844 1.0230062350935416 
breakfast 	 14182.123709876518 0.5174554686276136 
tiffany's 	 19399.921421987874 0.5174554686276136 
existential 	 13591.037222750518 0.5174554686276136 
golding 	 4849.9803554969685 1.1653200362906024 
tragedy 	 11084.35560509757 0.5174554686276136 
response 	 7058.721630152495 0.5174554686276136 
children 	 2042.018783754607 1.0230062350935416 
aldous 	 15838.220382125859 0.5174554686276136 
huxley's 	 15838.220382125859 0.5174554686276136 
brave 	 15838.220382125859 0.5174554686276136 
alan 	 13091.280718750546 0.5174554686276136 
paton's 	 17152.73826261253 0.5174554686276136 
cry 	 15838.220382125859 0.5174554686276136 
beloved 	 14905.555103237186 0.5174554686276136 
country 	 2637.7357029301074 0.8221880785199407 
sociopolitical 	 12276.51934226385 0.5174554686276136 
sister 	 4530.3457409168395 1.0230062350935416 
carrie 	 6466.640473995958 1.0230062350935416 
theodore 	 7452.777551618593 0.8221880785199407 
dreiser 	 6466.640473995958 1.0230062350935416 
examination 	 1239.7318718835 1.1653200362906024 
portraying 	 7919.1101910629295 0.8221880785199407 
background 	 3424.7438723122445 0.8221880785199407 
city 	 2701.3124789515764 0.8221880785199407 
illustrate 	 13091.280718750546 0.5174554686276136 
belief 	 8964.325997765165 0.5174554686276136 
nature 	 1372.562978446197 1.1653200362906024 
essentially 	 10214.643760557617 0.5174554686276136 
predatory 	 19399.921421987874 0.5174554686276136 
sea 	 2594.051007837721 1.0230062350935416 
undefeated 	 19399.921421987874 0.5174554686276136 
hemingway's 	 14182.123709876518 0.5174554686276136 
cuban 	 14182.123709876518 0.5174554686276136 
spanish 	 9096.670903999833 0.5174554686276136 
experiences 	 2721.335208370386 1.0230062350935416 
exemplified 	 12658.371943861843 0.5174554686276136 
lear 	 7091.061854938259 0.8221880785199407 
catch 	 14182.123709876518 0.5174554686276136 
joseph 	 5107.321880278809 0.8221880785199407 
heller 	 14905.555103237186 0.5174554686276136 
inner 	 10620.422670014506 0.5174554686276136 
struggles 	 11934.940550501176 0.5174554686276136 
yossarian 	 17152.73826261253 0.5174554686276136 
wonderland 	 14905.555103237186 0.5174554686276136 
wheel 	 14905.555103237186 0.5174554686276136 
oats 	 17152.73826261253 0.5174554686276136 
necessity 	 5422.048779687601 0.8221880785199407 
violence 	 7873.483006639192 0.5174554686276136 
manifestations 	 6329.185971930921 0.8221880785199407 
sons 	 13591.037222750518 0.5174554686276136 
lovers 	 14905.555103237186 0.5174554686276136 
women 	 2217.6475735652025 1.0230062350935416 
biographical 	 3614.6991864584015 1.0230062350935416 
infused 	 19399.921421987874 0.5174554686276136 
oedipal 	 17152.73826261253 0.5174554686276136 
complex 	 3680.260390866253 0.8221880785199407 
isolation 	 5310.211335007253 0.8221880785199407 
depicting 	 13091.280718750546 0.5174554686276136 
physical 	 3063.0281756319105 0.8221880785199407 
spiritual 	 4927.025125765136 0.8221880785199407 
role 	 1062.6525851655929 1.1653200362906024 
interaction 	 5014.668091444253 0.8221880785199407 
protagonist 	 7919.1101910629295 0.8221880785199407 
convention 	 3470.3962614955003 1.0230062350935416 
judge 	 8837.172445722228 0.5174554686276136 
obscure 	 13591.037222750518 0.5174554686276136 
limit 	 9529.579678888533 0.5174554686276136 
degree 	 8596.91439999986 0.5174554686276136 
gothic 	 7452.777551618593 0.8221880785199407 
considerations 	 8964.325997765165 0.5174554686276136 
heaven 	 17152.73826261253 0.5174554686276136 
hell 	 14182.123709876518 0.5174554686276136 
udolpho 	 19399.921421987874 0.5174554686276136 
irwin 	 17152.73826261253 0.5174554686276136 
shaw 	 4968.518367745729 1.0230062350935416 
tip 	 14182.123709876518 0.5174554686276136 
dead 	 5422.048779687601 0.8221880785199407 
jockey 	 17152.73826261253 0.5174554686276136 
french 	 3936.741503319596 0.8221880785199407 
peter 	 6717.142838389822 0.5174554686276136 
devil's 	 17152.73826261253 0.5174554686276136 
disciple 	 15838.220382125859 0.5174554686276136 
typically 	 10214.643760557617 0.5174554686276136 
shavian 	 15838.220382125859 0.5174554686276136 
interpretation 	 8596.91439999986 0.5174554686276136 
revolution 	 3720.287115875245 0.8221880785199407 
ethan 	 17152.73826261253 0.5174554686276136 
frome 	 17152.73826261253 0.5174554686276136 
edith 	 15838.220382125859 0.5174554686276136 
wharton 	 14905.555103237186 0.5174554686276136 
freedom 	 1558.991295449095 1.1653200362906024 
louis 	 5967.470275250588 0.8221880785199407 
stevenson's 	 19399.921421987874 0.5174554686276136 
jekyll 	 9699.960710993937 0.8221880785199407 
schizophrenic 	 15838.220382125859 0.5174554686276136 
manic 	 19399.921421987874 0.5174554686276136 
depressive 	 19399.921421987874 0.5174554686276136 
cormier 	 19399.921421987874 0.5174554686276136 
adult 	 5205.594392243251 0.8221880785199407 
exploring 	 14905.555103237186 0.5174554686276136 
adolescents 	 14905.555103237186 0.5174554686276136 
peers 	 13091.280718750546 0.5174554686276136 
faulkner 	 6795.518611375259 0.8221880785199407 
baldwin 	 14905.555103237186 0.5174554686276136 
shirley 	 7919.1101910629295 0.8221880785199407 
jackson 	 10844.097559375203 0.5174554686276136 
bernard 	 6329.185971930921 0.8221880785199407 
shaw's 	 15838.220382125859 0.5174554686276136 
barbara 	 11084.35560509757 0.5174554686276136 
rose 	 11934.940550501176 0.5174554686276136 
emily 	 7091.061854938259 0.8221880785199407 
baldwin's 	 17152.73826261253 0.5174554686276136 
sonny's 	 8576.369131306265 0.8221880785199407 
blues 	 7452.777551618593 0.8221880785199407 
jackson's 	 19399.921421987874 0.5174554686276136 
lottery 	 17152.73826261253 0.5174554686276136 
whitman 	 4968.518367745729 1.0230062350935416 
longfellow 	 19399.921421987874 0.5174554686276136 
issues 	 2251.2714339257655 0.8221880785199407 
differences 	 6467.635143026494 0.5174554686276136 
tone 	 11934.940550501176 0.5174554686276136 
approach 	 6589.989286346884 0.5174554686276136 
materials 	 7693.325549195296 0.5174554686276136 
structure 	 5672.948134083556 0.5174554686276136 
gordon 	 14182.123709876518 0.5174554686276136 
pym 	 19399.921421987874 0.5174554686276136 
critically 	 14182.123709876518 0.5174554686276136 
allen 	 2983.735137625294 1.1653200362906024 
severe 	 10029.336182888506 0.5174554686276136 
structural 	 9234.649173945567 0.5174554686276136 
due 	 6235.96518179638 0.5174554686276136 
immature 	 17152.73826261253 0.5174554686276136 
uncertain 	 13591.037222750518 0.5174554686276136 
grasp 	 13091.280718750546 0.5174554686276136 
freudianism 	 19399.921421987874 0.5174554686276136 
expression 	 8837.172445722228 0.5174554686276136 
wish 	 10029.336182888506 0.5174554686276136 
broken 	 11084.35560509757 0.5174554686276136 
deception 	 6795.518611375259 0.8221880785199407 
daisy 	 19399.921421987874 0.5174554686276136 
screw 	 15838.220382125859 0.5174554686276136 
alfred 	 10844.097559375203 0.5174554686276136 
prufrock 	 15838.220382125859 0.5174554686276136 
central 	 5672.948134083556 0.5174554686276136 
message 	 10411.188784486501 0.5174554686276136 
harriet 	 7452.777551618593 0.8221880785199407 
beecher 	 8576.369131306265 0.8221880785199407 
stow 	 19399.921421987874 0.5174554686276136 
view 	 1329.3260610845568 1.1653200362906024 
provides 	 5768.3079499223595 0.5174554686276136 
characterization 	 11084.35560509757 0.5174554686276136 
daddy 	 17152.73826261253 0.5174554686276136 
runner 	 17152.73826261253 0.5174554686276136 
meriwether 	 19399.921421987874 0.5174554686276136 
forge 	 19399.921421987874 0.5174554686276136 
attaway 	 19399.921421987874 0.5174554686276136 
stowe 	 5717.579420870844 1.0230062350935416 
attempt 	 6717.142838389822 0.5174554686276136 
demonstrate 	 10214.643760557617 0.5174554686276136 
contrary 	 14182.123709876518 0.5174554686276136 
christianity 	 3978.3135168337253 1.0230062350935416 
person 	 6235.96518179638 0.5174554686276136 
narrator 	 7452.777551618593 0.8221880785199407 
device 	 10620.422670014506 0.5174554686276136 
rip 	 19399.921421987874 0.5174554686276136 
van 	 6180.5450288455295 0.5174554686276136 
winkle 	 19399.921421987874 0.5174554686276136 
effect 	 1704.4458741190545 1.0230062350935416 
salesman 	 13591.037222750518 0.5174554686276136 
worn 	 7452.777551618593 0.8221880785199407 
path 	 11934.940550501176 0.5174554686276136 
respective 	 10029.336182888506 0.5174554686276136 
characterizations 	 6545.640359375273 0.8221880785199407 
authur 	 15838.220382125859 0.5174554686276136 
eudora 	 17152.73826261253 0.5174554686276136 
welty 	 17152.73826261253 0.5174554686276136 
housewife 	 15838.220382125859 0.5174554686276136 
artists 	 11084.35560509757 0.5174554686276136 
dilema 	 17152.73826261253 0.5174554686276136 
prairie 	 15838.220382125859 0.5174554686276136 
clothing 	 11934.940550501176 0.5174554686276136 
observing 	 10214.643760557617 0.5174554686276136 
attire 	 19399.921421987874 0.5174554686276136 
traits 	 11934.940550501176 0.5174554686276136 
mast 	 12658.371943861843 0.5174554686276136 
richard 	 3032.223634666611 1.0230062350935416 
dana 	 19399.921421987874 0.5174554686276136 
abuse 	 8266.934905047026 0.5174554686276136 
sailors 	 13591.037222750518 0.5174554686276136 
america 	 6349.731240624517 0.5174554686276136 
jailbird 	 19399.921421987874 0.5174554686276136 
walter 	 12658.371943861843 0.5174554686276136 
starbuck 	 19399.921421987874 0.5174554686276136 
stuck 	 15838.220382125859 0.5174554686276136 
mechanistic 	 19399.921421987874 0.5174554686276136 
corporate 	 8064.243907713542 0.5174554686276136 
blooding 	 19399.921421987874 0.5174554686276136 
wambaugh 	 19399.921421987874 0.5174554686276136 
cultural 	 3233.817571513247 0.8221880785199407 
formula 	 6545.640359375273 0.8221880785199407 
form 	 1665.6153494820887 1.0230062350935416 
application 	 5580.313260619927 0.5174554686276136 
true 	 8596.91439999986 0.5174554686276136 
rape 	 11084.35560509757 0.5174554686276136 
murder 	 9378.761788200212 0.5174554686276136 
childhood 	 5014.668091444253 0.8221880785199407 
annie 	 15838.220382125859 0.5174554686276136 
dillard 	 19399.921421987874 0.5174554686276136 
relates 	 9687.757391125833 0.5174554686276136 
meeting 	 7440.57423175049 0.5174554686276136 
rivers 	 14182.123709876518 0.5174554686276136 
passing 	 10844.097559375203 0.5174554686276136 
author 	 8373.239510639163 0.5174554686276136 
knowledge 	 7058.721630152495 0.5174554686276136 
lives 	 1968.370751659798 1.1653200362906024 
relatives 	 11934.940550501176 0.5174554686276136 
brothers 	 13591.037222750518 0.5174554686276136 
focuses 	 2155.878381008831 1.0230062350935416 
brother 	 14182.123709876518 0.5174554686276136 
sonny 	 19399.921421987874 0.5174554686276136 
virtually 	 11343.854063375175 0.5174554686276136 
opposite 	 14905.555103237186 0.5174554686276136 
deal 	 2402.036882303114 1.0230062350935416 
radically 	 13591.037222750518 0.5174554686276136 
isaac 	 19399.921421987874 0.5174554686276136 
asimov's 	 19399.921421987874 0.5174554686276136 
changing 	 3326.4713603478035 0.8221880785199407 
unchanging 	 8576.369131306265 0.8221880785199407 
societies 	 3470.3962614955003 1.0230062350935416 
asimov 	 19399.921421987874 0.5174554686276136 
creates 	 11934.940550501176 0.5174554686276136 
future 	 2460.723650654855 0.8221880785199407 
versus 	 2553.6609401394044 1.1653200362906024 
continual 	 17152.73826261253 0.5174554686276136 
change 	 1731.1303574583826 1.0230062350935416 
destruction 	 10214.643760557617 0.5174554686276136 
results 	 5626.299847263849 0.5174554686276136 
jack 	 4363.760239583516 1.0230062350935416 
london's 	 17152.73826261253 0.5174554686276136 
london 	 10411.188784486501 0.5174554686276136 
embracing 	 14905.555103237186 0.5174554686276136 
vanishing 	 19399.921421987874 0.5174554686276136 
inequity 	 19399.921421987874 0.5174554686276136 
upper 	 4617.324586972783 0.8221880785199407 
lower 	 7282.396519513192 0.5174554686276136 
classes 	 9378.761788200212 0.5174554686276136 
native 	 9687.757391125833 0.5174554686276136 
surreal 	 17152.73826261253 0.5174554686276136 
exagerated 	 15838.220382125859 0.5174554686276136 
telling 	 11084.35560509757 0.5174554686276136 
draw 	 11934.940550501176 0.5174554686276136 
sharp 	 13091.280718750546 0.5174554686276136 
moral 	 8714.818302401836 0.5174554686276136 
lesson 	 12658.371943861843 0.5174554686276136 
godfather 	 19399.921421987874 0.5174554686276136 
mario 	 19399.921421987874 0.5174554686276136 
puzo 	 19399.921421987874 0.5174554686276136 
italian 	 9687.757391125833 0.5174554686276136 
family 	 5534.96986413782 0.5174554686276136 
charlotte's 	 19399.921421987874 0.5174554686276136 
web 	 6652.942720695607 0.5174554686276136 
unique 	 8064.243907713542 0.5174554686276136 
combination 	 10411.188784486501 0.5174554686276136 
animal 	 5205.594392243251 0.8221880785199407 
achieve 	 8483.148341171724 0.5174554686276136 
dimension 	 17152.73826261253 0.5174554686276136 
personalities 	 12276.51934226385 0.5174554686276136 
course 	 7693.325549195296 0.5174554686276136 
interview 	 8964.325997765165 0.5174554686276136 
vampire 	 9699.960710993937 0.8221880785199407 
anne 	 5967.470275250588 0.8221880785199407 
rice 	 13091.280718750546 0.5174554686276136 
gradually 	 7452.777551618593 0.8221880785199407 
undergoes 	 17152.73826261253 0.5174554686276136 
process 	 2537.0200857556506 0.8221880785199407 
alienation 	 5422.048779687601 0.8221880785199407 
adapts 	 19399.921421987874 0.5174554686276136 
existentialist 	 15838.220382125859 0.5174554686276136 
detachment 	 17152.73826261253 0.5174554686276136 
survive 	 11343.854063375175 0.5174554686276136 
guilt 	 6138.259671131925 0.8221880785199407 
accompanied 	 11343.854063375175 0.5174554686276136 
persecution 	 13591.037222750518 0.5174554686276136 
punishment 	 10844.097559375203 0.5174554686276136 
steadily 	 14182.123709876518 0.5174554686276136 
recurring 	 19399.921421987874 0.5174554686276136 
inspiring 	 15838.220382125859 0.5174554686276136 
speculation 	 13591.037222750518 0.5174554686276136 
estimation 	 11343.854063375175 0.5174554686276136 
looks 	 1406.5749618159623 1.1653200362906024 
trait 	 15838.220382125859 0.5174554686276136 
typical 	 10844.097559375203 0.5174554686276136 
majority 	 8064.243907713542 0.5174554686276136 
voice 	 9096.670903999833 0.5174554686276136 
consistently 	 14182.123709876518 0.5174554686276136 
believable 	 17152.73826261253 0.5174554686276136 
engaging 	 15838.220382125859 0.5174554686276136 
knowles' 	 19399.921421987874 0.5174554686276136 
peace 	 7522.654565235558 0.5174554686276136 
infiltrates 	 17152.73826261253 0.5174554686276136 
protaganists 	 15838.220382125859 0.5174554686276136 
willa 	 7919.1101910629295 0.8221880785199407 
cather's 	 8576.369131306265 0.8221880785199407 
antonia 	 15838.220382125859 0.5174554686276136 
ultimately 	 9854.050251530272 0.5174554686276136 
succeed 	 13591.037222750518 0.5174554686276136 
comes 	 9378.761788200212 0.5174554686276136 
archbishop 	 17152.73826261253 0.5174554686276136 
mexicans 	 17152.73826261253 0.5174554686276136 
indians 	 12276.51934226385 0.5174554686276136 
somewhat 	 10029.336182888506 0.5174554686276136 
negative 	 8596.91439999986 0.5174554686276136 
absolute 	 11625.944947575555 0.5174554686276136 
relative 	 7873.483006639192 0.5174554686276136 
sophocles' 	 14905.555103237186 0.5174554686276136 
oedipus 	 3545.5309274691294 1.1653200362906024 
willy 	 14905.555103237186 0.5174554686276136 
loman 	 15838.220382125859 0.5174554686276136 
tragic 	 10844.097559375203 0.5174554686276136 
figure 	 1819.3341807999664 1.2714450032038727 
summarizes 	 11084.35560509757 0.5174554686276136 
theory 	 6292.34921166826 0.5174554686276136 
people 	 1899.4098709352468 0.8221880785199407 
summary 	 6652.942720695607 0.5174554686276136 
futility 	 19399.921421987874 0.5174554686276136 
believing 	 13091.280718750546 0.5174554686276136 
international 	 4374.1300421473925 0.5174554686276136 
suffering 	 4617.324586972783 0.8221880785199407 
consequences 	 3983.7303005911385 0.8221880785199407 
phenomenon 	 10214.643760557617 0.5174554686276136 
repels 	 17152.73826261253 0.5174554686276136 
inspires 	 19399.921421987874 0.5174554686276136 
importance 	 7693.325549195296 0.5174554686276136 
father 	 5014.668091444253 0.8221880785199407 
kafka's 	 15838.220382125859 0.5174554686276136 
metamorphosis 	 15838.220382125859 0.5174554686276136 
wilder's 	 17152.73826261253 0.5174554686276136 
little 	 3761.327282617779 0.8221880785199407 
woods 	 11625.944947575555 0.5174554686276136 
kafka 	 13591.037222750518 0.5174554686276136 
laura 	 9854.050251530272 0.5174554686276136 
ingalls 	 17152.73826261253 0.5174554686276136 
wilder 	 15838.220382125859 0.5174554686276136 
english 	 3603.055323454671 0.8221880785199407 
dickens 	 14182.123709876518 0.5174554686276136 
eliot 	 13091.280718750546 0.5174554686276136 
hardy 	 14905.555103237186 0.5174554686276136 
julie 	 14905.555103237186 0.5174554686276136 
dialogue 	 3164.5929859654607 1.1653200362906024 
strindberg's 	 15838.220382125859 0.5174554686276136 
mood 	 13091.280718750546 0.5174554686276136 
castaneda's 	 19399.921421987874 0.5174554686276136 
journey 	 3875.3149825251853 1.0230062350935416 
ixtlan 	 19399.921421987874 0.5174554686276136 
don 	 3284.6834171767573 1.0230062350935416 
juan 	 14182.123709876518 0.5174554686276136 
castaneda 	 19399.921421987874 0.5174554686276136 
iliad 	 14182.123709876518 0.5174554686276136 
cat's 	 15838.220382125859 0.5174554686276136 
cradle 	 14905.555103237186 0.5174554686276136 
homeric 	 17152.73826261253 0.5174554686276136 
resignation 	 13591.037222750518 0.5174554686276136 
god's 	 14182.123709876518 0.5174554686276136 
thesis 	 5542.177802548785 0.8221880785199407 
direct 	 7206.110646909342 0.5174554686276136 
destiny 	 11084.35560509757 0.5174554686276136 
foolish 	 15838.220382125859 0.5174554686276136 
sighted 	 14182.123709876518 0.5174554686276136 
rural 	 12658.371943861843 0.5174554686276136 
south 	 5768.3079499223595 0.5174554686276136 
griffith 	 19399.921421987874 0.5174554686276136 
griffith's 	 19399.921421987874 0.5174554686276136 
birth 	 9378.761788200212 0.5174554686276136 
nation 	 8714.818302401836 0.5174554686276136 
concluding 	 9378.761788200212 0.5174554686276136 
victorian 	 12658.371943861843 0.5174554686276136 
ideology 	 10029.336182888506 0.5174554686276136 
money 	 6126.056351263821 0.5174554686276136 
happiness 	 13091.280718750546 0.5174554686276136 
shoeless 	 19399.921421987874 0.5174554686276136 
joe 	 15838.220382125859 0.5174554686276136 
kinsella 	 19399.921421987874 0.5174554686276136 
fantasy 	 7091.061854938259 0.8221880785199407 
revolving 	 14905.555103237186 0.5174554686276136 
building 	 6408.1472354642 0.5174554686276136 
baseball 	 17152.73826261253 0.5174554686276136 
diamond 	 13591.037222750518 0.5174554686276136 
fields 	 10620.422670014506 0.5174554686276136 
iowa 	 14905.555103237186 0.5174554686276136 
field 	 6782.64001551322 0.5174554686276136 
dreams 	 6795.518611375259 0.8221880785199407 
fixer 	 19399.921421987874 0.5174554686276136 
malamud 	 19399.921421987874 0.5174554686276136 
novelistic 	 19399.921421987874 0.5174554686276136 
investigation 	 6589.989286346884 0.5174554686276136 
commitment 	 9096.670903999833 0.5174554686276136 
looking 	 2427.4655065043976 1.0230062350935416 
complementary 	 14182.123709876518 0.5174554686276136 
qualities 	 11934.940550501176 0.5174554686276136 
bright 	 13091.280718750546 0.5174554686276136 
lights 	 17152.73826261253 0.5174554686276136 
selling 	 9096.670903999833 0.5174554686276136 
jay 	 14182.123709876518 0.5174554686276136 
mcinerney 	 19399.921421987874 0.5174554686276136 
focusing 	 6589.989286346884 0.5174554686276136 
vast 	 10844.097559375203 0.5174554686276136 
emptiness 	 19399.921421987874 0.5174554686276136 
center 	 5035.213360137848 0.5174554686276136 
road 	 2865.638133333287 1.0230062350935416 
frankenstein 	 15838.220382125859 0.5174554686276136 
shelley 	 14905.555103237186 0.5174554686276136 
trends 	 7967.460601182277 0.5174554686276136 
jurgis 	 19399.921421987874 0.5174554686276136 
rudkusas 	 19399.921421987874 0.5174554686276136 
melodramatic 	 19399.921421987874 0.5174554686276136 
tale 	 4219.457314620615 1.0230062350935416 
lithuanian 	 14905.555103237186 0.5174554686276136 
immigrant 	 12658.371943861843 0.5174554686276136 
pursuing 	 13091.280718750546 0.5174554686276136 
assets 	 10214.643760557617 0.5174554686276136 
effectiveness 	 7782.153023513162 0.5174554686276136 
means 	 2908.5303741691 0.8221880785199407 
criticizing 	 12658.371943861843 0.5174554686276136 
described 	 7967.460601182277 0.5174554686276136 
imaginative 	 14905.555103237186 0.5174554686276136 
unrealistic 	 14182.123709876518 0.5174554686276136 
louisa 	 17152.73826261253 0.5174554686276136 
alcott 	 17152.73826261253 0.5174554686276136 
wealth 	 10620.422670014506 0.5174554686276136 
poverty 	 9529.579678888533 0.5174554686276136 
signifcance 	 17152.73826261253 0.5174554686276136 
sisters 	 14182.123709876518 0.5174554686276136 
discover 	 12276.51934226385 0.5174554686276136 
deeper 	 13591.037222750518 0.5174554686276136 
consists 	 11084.35560509757 0.5174554686276136 
able 	 6652.942720695607 0.5174554686276136 
kate 	 14905.555103237186 0.5174554686276136 
chopin's 	 17152.73826261253 0.5174554686276136 
awakening 	 14182.123709876518 0.5174554686276136 
edna 	 17152.73826261253 0.5174554686276136 
pontellier 	 17152.73826261253 0.5174554686276136 
woman 	 2988.1086659217217 1.0230062350935416 
kentucky 	 15838.220382125859 0.5174554686276136 
close 	 7606.867092154928 0.5174554686276136 
knit 	 17152.73826261253 0.5174554686276136 
community 	 2498.423024223133 0.8221880785199407 
creoles 	 19399.921421987874 0.5174554686276136 
orleans 	 14182.123709876518 0.5174554686276136 
detached 	 19399.921421987874 0.5174554686276136 
moods 	 15838.220382125859 0.5174554686276136 
changes 	 5359.683932779586 0.5174554686276136 
perspective 	 7131.578628824869 0.5174554686276136 
billy 	 7091.061854938259 0.8221880785199407 
bathgate 	 19399.921421987874 0.5174554686276136 
dutch 	 14182.123709876518 0.5174554686276136 
schultz 	 17152.73826261253 0.5174554686276136 
appearing 	 14905.555103237186 0.5174554686276136 
outset 	 14905.555103237186 0.5174554686276136 
polar 	 14905.555103237186 0.5174554686276136 
opposites 	 14905.555103237186 0.5174554686276136 
