term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1199.7861467378707 1.1163633306259988 
treatment 	 4407.031617685631 0.59266383415492 
emerson 	 14216.350312041908 0.59266383415492 
emerge 	 11754.277115496054 0.59266383415492 
adrienne 	 8039.418393103241 0.9143705039540525 
rich 	 3133.964206075375 1.1163633306259988 
focusing 	 5461.844914378185 0.59266383415492 
diving 	 12353.863837877336 0.59266383415492 
wreck 	 16078.836786206482 0.59266383415492 
sailing 	 12353.863837877336 0.59266383415492 
byzantium 	 14216.350312041908 0.59266383415492 
grecian 	 8039.418393103241 0.9143705039540525 
urn 	 8039.418393103241 0.9143705039540525 
including 	 1179.5806489178103 0.9143705039540525 
swift 	 11264.379092390696 0.59266383415492 
gay 	 11264.379092390696 0.59266383415492 
background 	 2838.459834948489 0.9143705039540525 
noting 	 1770.3775058289436 1.1163633306259988 
achievements 	 11264.379092390696 0.59266383415492 
plato's 	 5425.088107847427 0.9143705039540525 
republic 	 5311.132517486831 0.59266383415492 
knowledge 	 2925.167338096816 0.9143705039540525 
examination 	 2055.002800586653 0.9143705039540525 
temperance 	 14216.350312041908 0.59266383415492 
particularly 	 1195.2069294757387 1.2549818256992191 
spencer's 	 14216.350312041908 0.59266383415492 
faerie 	 6563.432783277635 0.9143705039540525 
queene 	 6563.432783277635 0.9143705039540525 
milton's 	 2296.976683743783 1.4933979587063433 
leaves 	 8628.890889548189 0.59266383415492 
grass 	 3297.263547110493 1.1163633306259988 
notable 	 12353.863837877336 0.59266383415492 
snake 	 3281.7163916388176 1.2549818256992191 
lawrence 	 4314.4454447740945 0.9143705039540525 
thorough 	 9401.892618226124 0.59266383415492 
illustrating 	 13126.86556655527 0.59266383415492 
lawrence's 	 4375.621855518423 1.1163633306259988 
repulsive 	 16078.836786206482 0.59266383415492 
symbolic 	 2995.8965805100934 1.1163633306259988 
structural 	 7653.763828004855 0.59266383415492 
main 	 2410.6172471907375 0.9143705039540525 
symbols 	 5245.688681856381 0.9143705039540525 
employed 	 7539.4061440615515 0.59266383415492 
whitman's 	 4375.621855518423 1.1163633306259988 
lilacs 	 16078.836786206482 0.59266383415492 
dooryard 	 16078.836786206482 0.59266383415492 
grew 	 10491.377363712762 0.59266383415492 
center 	 4173.232047714497 0.59266383415492 
lincoln's 	 13126.86556655527 0.59266383415492 
assassination 	 10491.377363712762 0.59266383415492 
charles 	 4314.4454447740945 0.9143705039540525 
bauderlaire 	 16078.836786206482 0.59266383415492 
indepth 	 16078.836786206482 0.59266383415492 
biography 	 7429.717444785625 0.59266383415492 
french 	 6525.616544984427 0.59266383415492 
emphasizing 	 10174.894346904059 0.59266383415492 
origins 	 3017.8592609395355 0.9143705039540525 
schooling 	 13126.86556655527 0.59266383415492 
upbringing 	 13126.86556655527 0.59266383415492 
precise 	 9401.892618226124 0.59266383415492 
les 	 16078.836786206482 0.59266383415492 
fleurs 	 16078.836786206482 0.59266383415492 
mal 	 14216.350312041908 0.59266383415492 
subway 	 12353.863837877336 0.59266383415492 
ride 	 12353.863837877336 0.59266383415492 
teaching 	 7324.331388542759 0.59266383415492 
york 	 4442.156300857109 0.59266383415492 
city 	 4477.746225134414 0.59266383415492 
school 	 4989.22669359032 0.59266383415492 
children 	 5077.332947515696 0.59266383415492 
taught 	 9186.81786270733 0.59266383415492 
ben 	 5910.719239868113 0.59266383415492 
johnson's 	 12353.863837877336 0.59266383415492 
inviting 	 13126.86556655527 0.59266383415492 
friend 	 8312.407872739486 0.59266383415492 
supper 	 16078.836786206482 0.59266383415492 
critique 	 3425.856583877446 0.9143705039540525 
critics 	 3133.964206075375 1.1163633306259988 
criticism 	 4014.6520835834535 0.9143705039540525 
cid 	 7108.175156020954 0.9143705039540525 
rodrigo 	 16078.836786206482 0.59266383415492 
diaz 	 16078.836786206482 0.59266383415492 
vivaro 	 16078.836786206482 0.59266383415492 
jimmy 	 11264.379092390696 0.59266383415492 
carter 	 9635.69218819726 0.59266383415492 
kohmeini 	 16078.836786206482 0.59266383415492 
margaret 	 12353.863837877336 0.59266383415492 
atwood 	 16078.836786206482 0.59266383415492 
transformation 	 7773.205714032686 0.59266383415492 
detail 	 8167.129249186255 0.59266383415492 
included 	 6166.817693002334 0.59266383415492 
crossing 	 10850.176215694853 0.59266383415492 
bar 	 5168.426416868252 0.59266383415492 
sea 	 6449.921398574913 0.59266383415492 
hebrew 	 5632.189546195348 0.9143705039540525 
testament 	 12353.863837877336 0.59266383415492 
middle 	 6304.642775021682 0.59266383415492 
ages 	 8167.129249186255 0.59266383415492 
breakdown 	 9401.892618226124 0.59266383415492 
relationships 	 6939.8194216802685 0.59266383415492 
gerontion 	 16078.836786206482 0.59266383415492 
waste 	 2551.2546093349515 1.1163633306259988 
land 	 1525.1171607430015 1.2549818256992191 
raven 	 14216.350312041908 0.59266383415492 
dream 	 9186.81786270733 0.59266383415492 
dreams 	 5632.189546195348 0.9143705039540525 
compares 	 5850.334676193632 0.59266383415492 
contrasts 	 6939.8194216802685 0.59266383415492 
name 	 5262.716793201134 0.59266383415492 
arienne 	 16078.836786206482 0.59266383415492 
poetics 	 14216.350312041908 0.59266383415492 
east 	 5311.132517486831 0.59266383415492 
mao 	 11264.379092390696 0.59266383415492 
tse 	 12353.863837877336 0.59266383415492 
tung 	 11754.277115496054 0.59266383415492 
lao 	 13126.86556655527 0.59266383415492 
tzu 	 12353.863837877336 0.59266383415492 
rabindranath 	 16078.836786206482 0.59266383415492 
tagore 	 16078.836786206482 0.59266383415492 
swan 	 16078.836786206482 0.59266383415492 
baudelaire 	 5359.612262068827 1.1163633306259988 
sensual 	 4375.621855518423 1.1163633306259988 
forming 	 9401.892618226124 0.59266383415492 
picture 	 4014.6520835834535 0.9143705039540525 
classics 	 12353.863837877336 0.59266383415492 
crisis 	 1803.5541381639766 1.1163633306259988 
wole 	 14216.350312041908 0.59266383415492 
soyinka 	 8039.418393103241 0.9143705039540525 
biafran 	 8039.418393103241 0.9143705039540525 
secession 	 13126.86556655527 0.59266383415492 
look 	 4304.331218837761 0.59266383415492 
events 	 2473.116888196216 0.9143705039540525 
precipitated 	 12353.863837877336 0.59266383415492 
jailing 	 14216.350312041908 0.59266383415492 
attempted 	 9891.79064133148 0.59266383415492 
liquidation 	 13126.86556655527 0.59266383415492 
novelists 	 11754.277115496054 0.59266383415492 
playwrights 	 14216.350312041908 0.59266383415492 
examples 	 6525.616544984427 0.59266383415492 
cane 	 14216.350312041908 0.59266383415492 
toomer 	 16078.836786206482 0.59266383415492 
collection 	 3886.602857016343 0.9143705039540525 
prose 	 10850.176215694853 0.59266383415492 
symbolism 	 1978.358128266296 1.3560067964848808 
dumbwaiter 	 5359.612262068827 1.1163633306259988 
harold 	 12353.863837877336 0.59266383415492 
pinter 	 13126.86556655527 0.59266383415492 
pinter's 	 14216.350312041908 0.59266383415492 
creation 	 1246.969328611224 1.3560067964848808 
terms 	 1607.078164793825 1.1163633306259988 
minimalist 	 16078.836786206482 0.59266383415492 
observation 	 6166.817693002334 0.59266383415492 
significant 	 5733.490180411553 0.59266383415492 
frost's 	 3215.7673572412964 1.3560067964848808 
malevolent 	 8039.418393103241 0.9143705039540525 
god 	 2041.7823122965638 1.2549818256992191 
looks 	 666.1614386885503 1.4933979587063433 
seen 	 725.3332782165279 1.4933979587063433 
desert 	 11264.379092390696 0.59266383415492 
spring 	 8628.890889548189 0.59266383415492 
pools 	 14216.350312041908 0.59266383415492 
gilgamesh 	 6563.432783277635 0.9143705039540525 
epics 	 8039.418393103241 0.9143705039540525 
antiquity 	 14216.350312041908 0.59266383415492 
books 	 3152.321387510841 0.9143705039540525 
extraordinary 	 10491.377363712762 0.59266383415492 
emotional 	 3383.2022076918074 0.9143705039540525 
power 	 1935.5018531234903 0.9143705039540525 
ovid's 	 16078.836786206482 0.59266383415492 
metamorphosis 	 13126.86556655527 0.59266383415492 
masterpiece 	 11754.277115496054 0.59266383415492 
storytelling 	 14216.350312041908 0.59266383415492 
born 	 8802.305895844842 0.59266383415492 
run 	 6166.817693002334 0.59266383415492 
lyrics 	 14216.350312041908 0.59266383415492 
moment 	 9401.892618226124 0.59266383415492 
bruce 	 7539.4061440615515 0.59266383415492 
springsteen 	 16078.836786206482 0.59266383415492 
jersey 	 8029.304167166907 0.59266383415492 
penn 	 5877.138557748027 0.9143705039540525 
warren's 	 6176.931918938668 0.9143705039540525 
identity 	 3949.1024980218212 0.9143705039540525 
self 	 972.4516383993807 1.3560067964848808 
definition 	 5676.919669896978 0.59266383415492 
outside 	 6376.30035493145 0.59266383415492 
industrialism 	 11264.379092390696 0.59266383415492 
klein 	 16078.836786206482 0.59266383415492 
canadian 	 7898.2049960436425 0.59266383415492 
complete 	 5972.492075337878 0.59266383415492 
maxim 	 6563.432783277635 0.9143705039540525 
gorky 	 8039.418393103241 0.9143705039540525 
russian 	 1838.0071036920724 1.1163633306259988 
revolution 	 3083.408846501167 0.9143705039540525 
proposal 	 6525.616544984427 0.59266383415492 
funeral 	 2816.094773097674 1.2549818256992191 
games 	 2350.473154556531 1.2549818256992191 
homer's 	 3918.0923718320178 1.1163633306259988 
iliad 	 979.5230929580044 1.6696123375319145 
interplay 	 12353.863837877336 0.59266383415492 
gods 	 3616.725405231618 1.1163633306259988 
fate 	 9401.892618226124 0.59266383415492 
extraterrestrial 	 16078.836786206482 0.59266383415492 
forces 	 5733.490180411553 0.59266383415492 
achilles 	 6176.931918938668 0.9143705039540525 
nuyorican 	 16078.836786206482 0.59266383415492 
puerto 	 9186.81786270733 0.59266383415492 
rican 	 12353.863837877336 0.59266383415492 
dante's 	 2350.8554230992104 1.3560067964848808 
conception 	 5632.189546195348 0.9143705039540525 
divine 	 9891.79064133148 0.59266383415492 
comedy 	 10850.176215694853 0.59266383415492 
pia 	 12353.863837877336 0.59266383415492 
metelda 	 14216.350312041908 0.59266383415492 
francesca 	 14216.350312041908 0.59266383415492 
picarda 	 14216.350312041908 0.59266383415492 
dragons 	 16078.836786206482 0.59266383415492 
whd 	 16078.836786206482 0.59266383415492 
rouse 	 16078.836786206482 0.59266383415492 
richard 	 7539.4061440615515 0.59266383415492 
lattimore 	 16078.836786206482 0.59266383415492 
translations 	 5877.138557748027 0.9143705039540525 
masses 	 9186.81786270733 0.59266383415492 
understanding 	 6603.5060565628555 0.59266383415492 
specialized 	 9635.69218819726 0.59266383415492 
audience 	 9635.69218819726 0.59266383415492 
containing 	 9186.81786270733 0.59266383415492 
paradoxes 	 14216.350312041908 0.59266383415492 
conflicts 	 7324.331388542759 0.59266383415492 
depth 	 6603.5060565628555 0.59266383415492 
gorky's 	 16078.836786206482 0.59266383415492 
ideology 	 8312.407872739486 0.59266383415492 
relation 	 5410.66241449193 0.59266383415492 
consistency 	 16078.836786206482 0.59266383415492 
popular 	 6100.468642972006 0.59266383415492 
concern 	 3017.8592609395355 0.9143705039540525 
development 	 1563.3701097128733 0.9143705039540525 
russia 	 5360.436653088275 0.59266383415492 
return 	 4078.941671381614 0.59266383415492 
agamemnon 	 4738.783437347302 1.1163633306259988 
deadly 	 11264.379092390696 0.59266383415492 
sins 	 7108.175156020954 0.9143705039540525 
comic 	 12353.863837877336 0.59266383415492 
realistic 	 10174.894346904059 0.59266383415492 
lyric 	 16078.836786206482 0.59266383415492 
thematic 	 10174.894346904059 0.59266383415492 
greek 	 2041.7823122965638 1.2549818256992191 
myth 	 8167.129249186255 0.59266383415492 
odysseus 	 7108.175156020954 0.9143705039540525 
menelaos 	 16078.836786206482 0.59266383415492 
helen 	 14216.350312041908 0.59266383415492 
oresteia 	 12353.863837877336 0.59266383415492 
connection 	 7898.2049960436425 0.59266383415492 
greece 	 8312.407872739486 0.59266383415492 
aeneas 	 6563.432783277635 0.9143705039540525 
leader 	 2986.246037668939 0.9143705039540525 
aeneid 	 2350.8554230992104 1.3560067964848808 
virgil 	 7108.175156020954 0.9143705039540525 
portrayed 	 10491.377363712762 0.59266383415492 
stature 	 13126.86556655527 0.59266383415492 
father 	 8312.407872739486 0.59266383415492 
people 	 1574.2487116603972 0.9143705039540525 
capable 	 8465.992530727428 0.59266383415492 
destiny 	 3062.2726209024436 1.1163633306259988 
romans 	 16078.836786206482 0.59266383415492 
hero 	 4593.408931353665 0.9143705039540525 
tragic 	 8987.689741530281 0.59266383415492 
ethics 	 8312.407872739486 0.59266383415492 
intentions 	 9891.79064133148 0.59266383415492 
homers 	 16078.836786206482 0.59266383415492 
explained 	 4401.152947922421 0.9143705039540525 
mythology 	 11754.277115496054 0.59266383415492 
stories 	 7773.205714032686 0.59266383415492 
prometheus 	 11754.277115496054 0.59266383415492 
pandora 	 16078.836786206482 0.59266383415492 
myths 	 13126.86556655527 0.59266383415492 
universe 	 9635.69218819726 0.59266383415492 
roland 	 6176.931918938668 0.9143705039540525 
hierarchical 	 14216.350312041908 0.59266383415492 
worlds 	 9186.81786270733 0.59266383415492 
centering 	 8029.304167166907 0.59266383415492 
deity 	 16078.836786206482 0.59266383415492 
trial 	 1691.6011038459037 1.2549818256992191 
franz 	 5245.688681856381 0.9143705039540525 
kafka 	 5632.189546195348 0.9143705039540525 
kafka's 	 6563.432783277635 0.9143705039540525 
sense 	 1289.9842797149824 1.3560067964848808 
fear 	 3469.9097108401343 0.9143705039540525 
authority 	 1950.1115587312104 1.1163633306259988 
alienation 	 4493.8448707651405 0.9143705039540525 
cat's 	 13126.86556655527 0.59266383415492 
cradle 	 12353.863837877336 0.59266383415492 
kurt 	 12353.863837877336 0.59266383415492 
vonnegut 	 14216.350312041908 0.59266383415492 
homeric 	 4738.783437347302 1.1163633306259988 
resignation 	 5632.189546195348 0.9143705039540525 
god's 	 11754.277115496054 0.59266383415492 
thesis 	 9186.81786270733 0.59266383415492 
vonnegut's 	 14216.350312041908 0.59266383415492 
man's 	 2770.8026242464953 1.1163633306259988 
attempts 	 5621.515645183227 0.59266383415492 
direct 	 5972.492075337878 0.59266383415492 
foolish 	 13126.86556655527 0.59266383415492 
short 	 5311.132517486831 0.59266383415492 
sighted 	 11754.277115496054 0.59266383415492 
legendary 	 11264.379092390696 0.59266383415492 
superhuman 	 14216.350312041908 0.59266383415492 
powers 	 7030.912891032825 0.59266383415492 
fallacy 	 14216.350312041908 0.59266383415492 
george 	 3662.1656942713794 0.9143705039540525 
newton 	 11754.277115496054 0.59266383415492 
conklin's 	 16078.836786206482 0.59266383415492 
biblical 	 5877.138557748027 0.9143705039540525 
heresy 	 16078.836786206482 0.59266383415492 
explores 	 3224.9606992874565 0.9143705039540525 
bible 	 2543.7235867260147 1.2549818256992191 
played 	 7539.4061440615515 0.59266383415492 
formulation 	 11264.379092390696 0.59266383415492 
modes 	 10174.894346904059 0.59266383415492 
basically 	 10491.377363712762 0.59266383415492 
aristocratic 	 16078.836786206482 0.59266383415492 
agrarian 	 10491.377363712762 0.59266383415492 
based 	 3305.9399427036788 0.59266383415492 
little 	 6234.846643056121 0.59266383415492 
boy 	 9635.69218819726 0.59266383415492 
childish 	 16078.836786206482 0.59266383415492 
inferiority 	 14216.350312041908 0.59266383415492 
feelings 	 9186.81786270733 0.59266383415492 
dante 	 13126.86556655527 0.59266383415492 
circle 	 5245.688681856381 0.9143705039540525 
estimation 	 9401.892618226124 0.59266383415492 
greatness 	 13126.86556655527 0.59266383415492 
canto 	 14216.350312041908 0.59266383415492 
inferno 	 12353.863837877336 0.59266383415492 
inclusion 	 14216.350312041908 0.59266383415492 
exclusive 	 10491.377363712762 0.59266383415492 
gathered 	 11264.379092390696 0.59266383415492 
hell 	 11754.277115496054 0.59266383415492 
looking 	 6035.718521879071 0.59266383415492 
virg 	 16078.836786206482 0.59266383415492 
afn 	 974.9354870259205 1.2549818256992191 
importantly 	 10850.176215694853 0.59266383415492 
concluding 	 7773.205714032686 0.59266383415492 
foremost 	 13126.86556655527 0.59266383415492 
questions 	 4338.130406627594 0.59266383415492 
distinguishes 	 12353.863837877336 0.59266383415492 
piano 	 10491.377363712762 0.59266383415492 
coy 	 14216.350312041908 0.59266383415492 
mistress 	 7108.175156020954 0.9143705039540525 
andrew 	 4493.8448707651405 0.9143705039540525 
marvel 	 13126.86556655527 0.59266383415492 
respectively 	 7429.717444785625 0.59266383415492 
willy's 	 14216.350312041908 0.59266383415492 
salesman 	 11264.379092390696 0.59266383415492 
allegory 	 6176.931918938668 0.9143705039540525 
justice 	 2866.7450902057767 0.9143705039540525 
effects 	 4205.412073057022 0.59266383415492 
edmund 	 12353.863837877336 0.59266383415492 
spenser's 	 16078.836786206482 0.59266383415492 
narrative 	 9891.79064133148 0.59266383415492 
italian 	 4014.6520835834535 0.9143705039540525 
ungaretti 	 16078.836786206482 0.59266383415492 
annunzio 	 14216.350312041908 0.59266383415492 
montale 	 16078.836786206482 0.59266383415492 
pirandello 	 13126.86556655527 0.59266383415492 
svevo 	 16078.836786206482 0.59266383415492 
analyzed 	 8029.304167166907 0.59266383415492 
pound's 	 7108.175156020954 0.9143705039540525 
ezra 	 16078.836786206482 0.59266383415492 
prison 	 7653.763828004855 0.59266383415492 
treasonous 	 16078.836786206482 0.59266383415492 
radio 	 5850.334676193632 0.59266383415492 
broadcasts 	 14216.350312041908 0.59266383415492 
fascism 	 11264.379092390696 0.59266383415492 
personification 	 16078.836786206482 0.59266383415492 
collins 	 10491.377363712762 0.59266383415492 
collins' 	 16078.836786206482 0.59266383415492 
ebbed 	 16078.836786206482 0.59266383415492 
ocean 	 8628.890889548189 0.59266383415492 
pessimism 	 14216.350312041908 0.59266383415492 
mending 	 5359.612262068827 1.1163633306259988 
wall 	 2246.9224353825703 1.2549818256992191 
birches 	 16078.836786206482 0.59266383415492 
evolving 	 9186.81786270733 0.59266383415492 
herbert 	 5632.189546195348 0.9143705039540525 
secular 	 12353.863837877336 0.59266383415492 
disciple 	 13126.86556655527 0.59266383415492 
belle 	 16078.836786206482 0.59266383415492 
dame 	 11754.277115496054 0.59266383415492 
sans 	 14216.350312041908 0.59266383415492 
merci 	 16078.836786206482 0.59266383415492 
explication 	 7108.175156020954 0.9143705039540525 
poets' 	 16078.836786206482 0.59266383415492 
destructive 	 10491.377363712762 0.59266383415492 
auden 	 16078.836786206482 0.59266383415492 
irrationality 	 16078.836786206482 0.59266383415492 
occultism 	 16078.836786206482 0.59266383415492 
bed 	 13126.86556655527 0.59266383415492 
unromantic 	 16078.836786206482 0.59266383415492 
appeal 	 7125.203267365708 0.59266383415492 
resurrection 	 8039.418393103241 0.9143705039540525 
detailed 	 5676.919669896978 0.59266383415492 
deals 	 5850.334676193632 0.59266383415492 
seasonal 	 10174.894346904059 0.59266383415492 
harvest 	 11754.277115496054 0.59266383415492 
cycle 	 7773.205714032686 0.59266383415492 
planting 	 11754.277115496054 0.59266383415492 
reaping 	 16078.836786206482 0.59266383415492 
comparisons 	 8802.305895844842 0.59266383415492 
generation's 	 16078.836786206482 0.59266383415492 
voice 	 7539.4061440615515 0.59266383415492 
disillusionment 	 9891.79064133148 0.59266383415492 
closely 	 7898.2049960436425 0.59266383415492 
reflects 	 5245.688681856381 0.9143705039540525 
experiences 	 6766.404415383615 0.59266383415492 
purpose 	 2538.666473757848 0.9143705039540525 
direction 	 7539.4061440615515 0.59266383415492 
dickinson's 	 5359.612262068827 1.1163633306259988 
narrow 	 3391.63144896802 1.1163633306259988 
fellow 	 2816.094773097674 1.2549818256992191 
deal 	 5972.492075337878 0.59266383415492 
meant 	 9891.79064133148 0.59266383415492 
snakes 	 7108.175156020954 0.9143705039540525 
behavior 	 5850.334676193632 0.59266383415492 
feeling 	 9401.892618226124 0.59266383415492 
depart 	 12353.863837877336 0.59266383415492 
perception 	 7324.331388542759 0.59266383415492 
loathsome 	 16078.836786206482 0.59266383415492 
blindness 	 11754.277115496054 0.59266383415492 
meditation 	 10491.377363712762 0.59266383415492 
loss 	 6376.30035493145 0.59266383415492 
sight 	 12353.863837877336 0.59266383415492 
goes 	 7125.203267365708 0.59266383415492 
discouragement 	 16078.836786206482 0.59266383415492 
talks 	 7429.717444785625 0.59266383415492 
usage 	 8167.129249186255 0.59266383415492 
interpreted 	 9891.79064133148 0.59266383415492 
aucassin 	 8039.418393103241 0.9143705039540525 
nicolette 	 8039.418393103241 0.9143705039540525 
lovers 	 12353.863837877336 0.59266383415492 
marry 	 10850.176215694853 0.59266383415492 
forbidden 	 11754.277115496054 0.59266383415492 
unequals 	 16078.836786206482 0.59266383415492 
tells 	 9186.81786270733 0.59266383415492 
imprisonment 	 8987.689741530281 0.59266383415492 
nicolette's 	 16078.836786206482 0.59266383415492 
slave 	 10491.377363712762 0.59266383415492 
implications 	 6035.718521879071 0.59266383415492 
arnold 	 11754.277115496054 0.59266383415492 
tennyson 	 16078.836786206482 0.59266383415492 
balanced 	 11264.379092390696 0.59266383415492 
optimism 	 10491.377363712762 0.59266383415492 
believed 	 8029.304167166907 0.59266383415492 
evolutionary 	 10850.176215694853 0.59266383415492 
progress 	 6766.404415383615 0.59266383415492 
perfect 	 9891.79064133148 0.59266383415492 
darwinian 	 16078.836786206482 0.59266383415492 
emphasis 	 5733.490180411553 0.59266383415492 
values 	 6035.718521879071 0.59266383415492 
soliloquy 	 16078.836786206482 0.59266383415492 
unique 	 6683.7209685460475 0.59266383415492 
monologue 	 16078.836786206482 0.59266383415492 
monastery 	 14216.350312041908 0.59266383415492 
venting 	 16078.836786206482 0.59266383415492 
disgust 	 14216.350312041908 0.59266383415492 
monks 	 16078.836786206482 0.59266383415492 
browning's 	 14216.350312041908 0.59266383415492 
barrett 	 6176.931918938668 0.9143705039540525 
courtship 	 14216.350312041908 0.59266383415492 
italy 	 6939.8194216802685 0.59266383415492 
disrespect 	 14216.350312041908 0.59266383415492 
forms 	 4862.258191996903 0.59266383415492 
support 	 3731.7497488948375 0.59266383415492 
cause 	 6766.404415383615 0.59266383415492 
compar 	 16078.836786206482 0.59266383415492 
kaddish 	 16078.836786206482 0.59266383415492 
allan 	 13126.86556655527 0.59266383415492 
ginsburg 	 14216.350312041908 0.59266383415492 
related 	 4270.951907601638 0.59266383415492 
soceital 	 16078.836786206482 0.59266383415492 
concerns 	 7539.4061440615515 0.59266383415492 
nuclear 	 6683.7209685460475 0.59266383415492 
rails 	 16078.836786206482 0.59266383415492 
destroyed 	 11754.277115496054 0.59266383415492 
classicist 	 16078.836786206482 0.59266383415492 
times 	 4372.360168891548 0.59266383415492 
fifties 	 14216.350312041908 0.59266383415492 
differing 	 9891.79064133148 0.59266383415492 
opinions 	 8465.992530727428 0.59266383415492 
classic 	 8802.305895844842 0.59266383415492 
satan's 	 16078.836786206482 0.59266383415492 
simile 	 16078.836786206482 0.59266383415492 
beauty 	 2543.7235867260147 1.2549818256992191 
disguise 	 11754.277115496054 0.59266383415492 
illustration 	 12353.863837877336 0.59266383415492 
doctrine 	 3949.1024980218212 0.9143705039540525 
sum 	 11264.379092390696 0.59266383415492 
total 	 6166.817693002334 0.59266383415492 
free 	 3400.230319036562 0.59266383415492 
choosing 	 9891.79064133148 0.59266383415492 
evil 	 8987.689741530281 0.59266383415492 
adam 	 9401.892618226124 0.59266383415492 
eve 	 6766.404415383615 0.59266383415492 
regained 	 14216.350312041908 0.59266383415492 
areopagitica 	 16078.836786206482 0.59266383415492 
treatise 	 13126.86556655527 0.59266383415492 
keats' 	 13126.86556655527 0.59266383415492 
authors' 	 14216.350312041908 0.59266383415492 
bouts 	 16078.836786206482 0.59266383415492 
organized 	 7429.717444785625 0.59266383415492 
hopkins 	 5877.138557748027 0.9143705039540525 
swinburne 	 16078.836786206482 0.59266383415492 
swinburne's 	 16078.836786206482 0.59266383415492 
christ 	 10850.176215694853 0.59266383415492 
paul 	 8312.407872739486 0.59266383415492 
hate 	 10491.377363712762 0.59266383415492 
influenced 	 7653.763828004855 0.59266383415492 
tree 	 4700.946309113062 0.9143705039540525 
fallen 	 9635.69218819726 0.59266383415492 
road' 	 16078.836786206482 0.59266383415492 
road 	 3562.601633682854 0.9143705039540525 
division 	 6851.713167754892 0.59266383415492 
portraying 	 13126.86556655527 0.59266383415492 
outlook 	 10174.894346904059 0.59266383415492 
quotes 	 10491.377363712762 0.59266383415492 
comparision 	 12353.863837877336 0.59266383415492 
distinguished 	 11264.379092390696 0.59266383415492 
tributes 	 14216.350312041908 0.59266383415492 
animal 	 8628.890889548189 0.59266383415492 
widely 	 8167.129249186255 0.59266383415492 
feared 	 10850.176215694853 0.59266383415492 
despised 	 16078.836786206482 0.59266383415492 
schemes 	 11754.277115496054 0.59266383415492 
marvell's 	 16078.836786206482 0.59266383415492 
eden 	 13126.86556655527 0.59266383415492 
contemplation 	 14216.350312041908 0.59266383415492 
contentment 	 14216.350312041908 0.59266383415492 
ambition 	 14216.350312041908 0.59266383415492 
expresses 	 11264.379092390696 0.59266383415492 
faith 	 7898.2049960436425 0.59266383415492 
ulysses 	 4375.621855518423 1.1163633306259988 
speaks 	 12353.863837877336 0.59266383415492 
acts 	 3826.8819140024275 0.9143705039540525 
viewed 	 8029.304167166907 0.59266383415492 
train 	 10174.894346904059 0.59266383415492 
essays 	 8802.305895844842 0.59266383415492 
contrasted 	 9186.81786270733 0.59266383415492 
capturing 	 14216.350312041908 0.59266383415492 
chorus 	 13126.86556655527 0.59266383415492 
message 	 8628.890889548189 0.59266383415492 
robinson's 	 13126.86556655527 0.59266383415492 
affected 	 6766.404415383615 0.59266383415492 
failure 	 5910.719239868113 0.59266383415492 
wealth 	 8802.305895844842 0.59266383415492 
spirituality 	 13126.86556655527 0.59266383415492 
graves 	 3918.0923718320178 1.1163633306259988 
graves' 	 16078.836786206482 0.59266383415492 
pier 	 14216.350312041908 0.59266383415492 
glass 	 10174.894346904059 0.59266383415492 
survivor 	 16078.836786206482 0.59266383415492 
sick 	 10491.377363712762 0.59266383415492 
modernism 	 7108.175156020954 0.9143705039540525 
tradition 	 6851.713167754892 0.59266383415492 
tone 	 9891.79064133148 0.59266383415492 
mood 	 10850.176215694853 0.59266383415492 
offering 	 7653.763828004855 0.59266383415492 
event 	 7773.205714032686 0.59266383415492 
enjoyed 	 10850.176215694853 0.59266383415492 
enhanced 	 10174.894346904059 0.59266383415492 
pleasure 	 9635.69218819726 0.59266383415492 
story 	 3083.408846501167 0.9143705039540525 
suffers 	 12353.863837877336 0.59266383415492 
pain 	 8167.129249186255 0.59266383415492 
eating 	 5245.688681856381 0.9143705039540525 
feeding 	 5877.138557748027 0.9143705039540525 
define 	 8312.407872739486 0.59266383415492 
original 	 6603.5060565628555 0.59266383415492 
sin 	 11754.277115496054 0.59266383415492 
tasting 	 13126.86556655527 0.59266383415492 
fruitis 	 14216.350312041908 0.59266383415492 
act 	 4903.917941219042 0.59266383415492 
covers 	 8167.129249186255 0.59266383415492 
shares 	 9186.81786270733 0.59266383415492 
common 	 4821.234494381475 0.59266383415492 
trait 	 13126.86556655527 0.59266383415492 
disobedient 	 14216.350312041908 0.59266383415492 
unfaithful 	 14216.350312041908 0.59266383415492 
indulging 	 14216.350312041908 0.59266383415492 
personal 	 3842.5695784758273 0.59266383415492 
appetite 	 14216.350312041908 0.59266383415492 
contrasting 	 10174.894346904059 0.59266383415492 
autumn 	 10850.176215694853 0.59266383415492 
prime 	 6035.718521879071 0.59266383415492 
example 	 4741.019582398281 0.59266383415492 
moderinism 	 16078.836786206482 0.59266383415492 
beckett's 	 12353.863837877336 0.59266383415492 
endgame 	 12353.863837877336 0.59266383415492 
goethe's 	 14216.350312041908 0.59266383415492 
faust 	 6563.432783277635 0.9143705039540525 
variety 	 5621.515645183227 0.59266383415492 
multitude 	 13126.86556655527 0.59266383415492 
range 	 6100.468642972006 0.59266383415492 
reflect 	 8628.890889548189 0.59266383415492 
ambiguity 	 11754.277115496054 0.59266383415492 
indeterminate 	 13126.86556655527 0.59266383415492 
post 	 5311.132517486831 0.59266383415492 
