term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1335.5267454011803 1.0632172006262433 
trojan 	 7306.002030064536 0.8614656498650214 
bachae 	 17897.953415535387 0.5489604724752957 
hippolytus 	 14612.004060129071 0.5489604724752957 
euripides 	 17897.953415535387 0.5489604724752957 
characteristic 	 13084.124619444992 0.5489604724752957 
features 	 8152.986670313135 0.5489604724752957 
skepticism 	 12077.736159710945 0.5489604724752957 
liberalism 	 12077.736159710945 0.5489604724752957 
mosogyny 	 17897.953415535387 0.5489604724752957 
creon 	 8948.976707767693 0.8614656498650214 
conflict 	 893.931271983786 1.4517927709297036 
sophocles' 	 6875.773490712897 0.8614656498650214 
note 	 8152.986670313135 0.5489604724752957 
missing 	 11326.054704722756 0.5489604724752957 
chekov's 	 17897.953415535387 0.5489604724752957 
symbols 	 11678.343764370997 0.5489604724752957 
context 	 7350.609086408448 0.5489604724752957 
russia's 	 9252.851487667958 0.5489604724752957 
marriage 	 2449.543816009669 1.20422993706831 
julia 	 13751.546981425794 0.5489604724752957 
setzuan 	 17897.953415535387 0.5489604724752957 
roles 	 1435.9296541226324 1.3083440388842307 
expectations 	 5663.027352361378 0.8614656498650214 
brecht 	 13084.124619444992 0.5489604724752957 
compared 	 3159.5955959549424 0.8614656498650214 
commedia 	 17897.953415535387 0.5489604724752957 
dell'arte 	 17897.953415535387 0.5489604724752957 
reformation 	 6542.062309722496 0.8614656498650214 
sophisticated 	 10226.18988736793 0.5489604724752957 
italian 	 8937.7181853354 0.5489604724752957 
productions 	 13751.546981425794 0.5489604724752957 
tartuffe 	 4870.668020043024 1.0632172006262433 
choephroe 	 15824.750198480591 0.5489604724752957 
application 	 5148.277903304813 0.5489604724752957 
poetics 	 15824.750198480591 0.5489604724752957 
aristophanes 	 5274.916732826864 1.0632172006262433 
lysistrata 	 5274.916732826864 1.0632172006262433 
conforms 	 17897.953415535387 0.5489604724752957 
standards 	 6446.486998636503 0.5489604724752957 
affected 	 7531.937330261404 0.5489604724752957 
lyricism 	 17897.953415535387 0.5489604724752957 
symbolism 	 5505.460701195098 0.8614656498650214 
cat 	 13751.546981425794 0.5489604724752957 
stagecraft 	 7912.375099240296 0.8614656498650214 
arts 	 9091.136428848564 0.5489604724752957 
france 	 7826.371588045843 0.5489604724752957 
germany 	 6790.659364022802 0.5489604724752957 
ugetsu 	 17897.953415535387 0.5489604724752957 
island 	 8791.786804304627 0.5489604724752957 
rashomon 	 17897.953415535387 0.5489604724752957 
japanese 	 4259.84510784565 0.8614656498650214 
euripedes' 	 17897.953415535387 0.5489604724752957 
medea 	 7912.375099240296 0.8614656498650214 
relationship 	 881.1945263086976 1.3083440388842307 
jason 	 17897.953415535387 0.5489604724752957 
children 	 2825.8844149645415 0.8614656498650214 
august 	 3470.120265980807 0.8614656498650214 
strindberg's 	 3653.001015032268 1.20422993706831 
class 	 3039.8917266291687 0.8614656498650214 
consciousness 	 9423.812303463244 0.5489604724752957 
fallen 	 10725.84865459546 0.5489604724752957 
commentary 	 2145.169730919092 1.3083440388842307 
universality 	 14612.004060129071 0.5489604724752957 
natural 	 3359.2917936249164 0.8614656498650214 
failing 	 9423.812303463244 0.5489604724752957 
school 	 1851.2314899551725 1.0632172006262433 
wives 	 6542.062309722496 0.8614656498650214 
critique 	 7626.897686920313 0.5489604724752957 
versailles 	 14612.004060129071 0.5489604724752957 
impromptu 	 17897.953415535387 0.5489604724752957 
pirandello's 	 17897.953415535387 0.5489604724752957 
illusion 	 12077.736159710945 0.5489604724752957 
lear 	 6542.062309722496 0.8614656498650214 
actions 	 3223.2434993182515 0.8614656498650214 
consequences 	 7350.609086408448 0.5489604724752957 
prepares 	 12538.800843074274 0.5489604724752957 
constantine 	 14612.004060129071 0.5489604724752957 
stanislavski 	 5965.9844718451295 1.0632172006262433 
acting 	 9798.175264038677 0.5489604724752957 
exercises 	 13084.124619444992 0.5489604724752957 
stanislavski's 	 8948.976707767693 0.8614656498650214 
overcoming 	 12538.800843074274 0.5489604724752957 
war 	 2472.3649973694855 0.8614656498650214 
analyzed 	 8937.7181853354 0.5489604724752957 
aristophanes' 	 8948.976707767693 0.8614656498650214 
lysistrate 	 17897.953415535387 0.5489604724752957 
sex 	 8652.645437540665 0.5489604724752957 
identity 	 4395.893402152314 0.8614656498650214 
feminist 	 13084.124619444992 0.5489604724752957 
rebellion 	 10725.84865459546 0.5489604724752957 
equus 	 8948.976707767693 0.8614656498650214 
worship 	 6269.400421537137 0.8614656498650214 
psychiatry 	 17897.953415535387 0.5489604724752957 
specious 	 17897.953415535387 0.5489604724752957 
irrational 	 13751.546981425794 0.5489604724752957 
revenge 	 14612.004060129071 0.5489604724752957 
testament 	 13751.546981425794 0.5489604724752957 
dante's 	 6542.062309722496 0.8614656498650214 
inferno 	 3437.8867453564485 1.20422993706831 
tempest 	 2922.4008120258145 1.3083440388842307 
concept 	 6022.810302100991 0.5489604724752957 
vengeance 	 14612.004060129071 0.5489604724752957 
developed 	 5966.902132261642 0.5489604724752957 
bible 	 11326.054704722756 0.5489604724752957 
avant 	 17897.953415535387 0.5489604724752957 
garde 	 15824.750198480591 0.5489604724752957 
revolutionary 	 8791.786804304627 0.5489604724752957 
russia 	 2983.451066130821 0.8614656498650214 
influences 	 7017.9332117937665 0.5489604724752957 
proud 	 14612.004060129071 0.5489604724752957 
tradition 	 7626.897686920313 0.5489604724752957 
changed 	 8392.394408964681 0.5489604724752957 
gatsby 	 14612.004060129071 0.5489604724752957 
forced 	 8652.645437540665 0.5489604724752957 
adjust 	 11010.921402390197 0.5489604724752957 
rapid 	 10004.532942656147 0.5489604724752957 
change 	 4791.311751225807 0.5489604724752957 
scene 	 1442.107572923444 1.388366715111001 
brings 	 11326.054704722756 0.5489604724752957 
conclusion 	 3548.8489694082555 0.8614656498650214 
eben 	 17897.953415535387 0.5489604724752957 
father 	 3084.283829222653 1.0632172006262433 
abbie 	 17897.953415535387 0.5489604724752957 
revival 	 13084.124619444992 0.5489604724752957 
boat 	 11678.343764370997 0.5489604724752957 
broadway 	 4025.9120532369816 1.0632172006262433 
musical 	 2752.730350597549 1.20422993706831 
pity 	 14612.004060129071 0.5489604724752957 
fear 	 7724.972046983879 0.5489604724752957 
authur 	 2922.4008120258145 1.3083440388842307 
sincere 	 17897.953415535387 0.5489604724752957 
attempt 	 6197.092606299801 0.5489604724752957 
reproduce 	 13084.124619444992 0.5489604724752957 
classical 	 2797.4648029882273 1.0632172006262433 
dryden's 	 15824.750198480591 0.5489604724752957 
antony 	 7912.375099240296 0.8614656498650214 
cleopatra 	 7306.002030064536 0.8614656498650214 
observes 	 464.5380370195036 1.5818718047539961 
events 	 1835.2791496327707 1.0632172006262433 
affecting 	 8392.394408964681 0.5489604724752957 
playwriting 	 15824.750198480591 0.5489604724752957 
story 	 980.6449954686575 1.4517927709297036 
transmitted 	 10465.597626019478 0.5489604724752957 
restoration 	 5505.460701195098 0.8614656498650214 
strong 	 7263.90736362055 0.5489604724752957 
willed 	 17897.953415535387 0.5489604724752957 
individuals 	 6790.659364022802 0.5489604724752957 
clash 	 12538.800843074274 0.5489604724752957 
irreconcilable 	 15824.750198480591 0.5489604724752957 
forces 	 3191.080969410301 0.8614656498650214 
fair 	 8392.394408964681 0.5489604724752957 
lady 	 11010.921402390197 0.5489604724752957 
storyline 	 17897.953415535387 0.5489604724752957 
following 	 4405.972631543488 0.5489604724752957 
closely 	 8791.786804304627 0.5489604724752957 
original 	 3675.304543204224 0.8614656498650214 
george 	 2717.6622234377114 1.0632172006262433 
bernard 	 5839.171882185498 0.8614656498650214 
shaw's 	 2922.4008120258145 1.3083440388842307 
pygmalion 	 15824.750198480591 0.5489604724752957 
free 	 1261.6410971639195 1.0632172006262433 
man's 	 4626.425743833979 0.8614656498650214 
biographical 	 10004.532942656147 0.5489604724752957 
information 	 2484.458256392529 0.5489604724752957 
fall 	 3098.5463031499007 0.8614656498650214 
incident 	 9798.175264038677 0.5489604724752957 
vichy 	 17897.953415535387 0.5489604724752957 
concepts 	 7350.609086408448 0.5489604724752957 
ideas 	 6079.783453258337 0.5489604724752957 
russian 	 6137.862948056928 0.5489604724752957 
genius 	 5362.92432729773 0.8614656498650214 
regard 	 7017.9332117937665 0.5489604724752957 
training 	 6446.486998636503 0.5489604724752957 
costume 	 15824.750198480591 0.5489604724752957 
styles 	 8937.7181853354 0.5489604724752957 
costuming 	 17897.953415535387 0.5489604724752957 
providing 	 6137.862948056928 0.5489604724752957 
audience 	 10725.84865459546 0.5489604724752957 
comprehensive 	 6718.583587249833 0.5489604724752957 
view 	 1635.210466257006 1.0632172006262433 
hello 	 15824.750198480591 0.5489604724752957 
dolly 	 17897.953415535387 0.5489604724752957 
possibility 	 9423.812303463244 0.5489604724752957 
alternative 	 6648.203869495941 0.5489604724752957 
henrick 	 17897.953415535387 0.5489604724752957 
merely 	 9798.175264038677 0.5489604724752957 
nineteenth 	 10226.18988736793 0.5489604724752957 
century's 	 15824.750198480591 0.5489604724752957 
denial 	 13751.546981425794 0.5489604724752957 
equality 	 9798.175264038677 0.5489604724752957 
type 	 7350.609086408448 0.5489604724752957 
denies 	 13084.124619444992 0.5489604724752957 
fulfillment 	 15824.750198480591 0.5489604724752957 
partners 	 10226.18988736793 0.5489604724752957 
tiger 	 15824.750198480591 0.5489604724752957 
gates 	 12538.800843074274 0.5489604724752957 
opposition 	 3359.2917936249164 0.8614656498650214 
comic 	 13751.546981425794 0.5489604724752957 
illustrated 	 5505.460701195098 0.8614656498650214 
misanthrope 	 3579.590683107078 1.3083440388842307 
bourgeois 	 14612.004060129071 0.5489604724752957 
gentleman 	 17897.953415535387 0.5489604724752957 
twentieth 	 9423.812303463244 0.5489604724752957 
playwrights 	 5274.916732826864 1.0632172006262433 
low 	 5912.019858505066 0.5489604724752957 
transcends 	 17897.953415535387 0.5489604724752957 
conventions 	 3892.7812547903327 1.0632172006262433 
due 	 5753.168370991047 0.5489604724752957 
inspired 	 11678.343764370997 0.5489604724752957 
deathtrap 	 17897.953415535387 0.5489604724752957 
includes 	 2047.0639748315896 0.8614656498650214 
synopsis 	 12538.800843074274 0.5489604724752957 
act 	 1364.6835283016521 1.20422993706831 
weaknesses 	 9423.812303463244 0.5489604724752957 
strengths 	 10004.532942656147 0.5489604724752957 
effectiveness 	 7179.648270613161 0.5489604724752957 
complex 	 3395.329682011401 0.8614656498650214 
humans 	 11010.921402390197 0.5489604724752957 
cling 	 8948.976707767693 0.8614656498650214 
escape 	 12077.736159710945 0.5489604724752957 
ultimate 	 8519.6902156913 0.5489604724752957 
existence 	 4468.8590926677 0.8614656498650214 
west 	 2660.8588954685033 0.8614656498650214 
side 	 2193.1474068286225 1.0632172006262433 
illustrative 	 17897.953415535387 0.5489604724752957 
hispanic 	 13751.546981425794 0.5489604724752957 
families 	 2979.2393951117997 1.0632172006262433 
special 	 4944.729994738971 0.5489604724752957 
racial 	 9252.851487667958 0.5489604724752957 
prejudice 	 11326.054704722756 0.5489604724752957 
peer 	 12538.800843074274 0.5489604724752957 
pressure 	 7531.937330261404 0.5489604724752957 
vision 	 7263.90736362055 0.5489604724752957 
element 	 4711.906151731622 0.8614656498650214 
gulliver's 	 14612.004060129071 0.5489604724752957 
travels 	 11678.343764370997 0.5489604724752957 
town 	 4135.147911677299 0.8614656498650214 
thorton 	 17897.953415535387 0.5489604724752957 
wilder 	 14612.004060129071 0.5489604724752957 
third 	 6079.783453258337 0.5489604724752957 
daily 	 6790.659364022802 0.5489604724752957 
habitat 	 13751.546981425794 0.5489604724752957 
extended 	 8791.786804304627 0.5489604724752957 
eternity 	 15824.750198480591 0.5489604724752957 
reflection 	 9423.812303463244 0.5489604724752957 
concludes 	 8937.7181853354 0.5489604724752957 
respect 	 7097.697938816511 0.5489604724752957 
richard 	 8392.394408964681 0.5489604724752957 
nixon 	 5002.266471328074 0.8614656498650214 
common 	 1341.674020533587 1.20422993706831 
meteoric 	 15824.750198480591 0.5489604724752957 
rise 	 6864.514968280603 0.5489604724752957 
architect 	 15824.750198480591 0.5489604724752957 
downfall 	 15824.750198480591 0.5489604724752957 
hubris 	 17897.953415535387 0.5489604724752957 
self 	 1353.090272819384 1.20422993706831 
isolation 	 9798.175264038677 0.5489604724752957 
dialogue 	 2919.585941092749 1.20422993706831 
henrik 	 5965.9844718451295 1.0632172006262433 
chekhov 	 3956.187549620148 1.20422993706831 
opening 	 4711.906151731622 0.8614656498650214 
ibsen' 	 17897.953415535387 0.5489604724752957 
hypothetical 	 9605.140547316201 0.5489604724752957 
dealing 	 6022.810302100991 0.5489604724752957 
institution 	 8392.394408964681 0.5489604724752957 
rights 	 1377.8658358758644 0.8614656498650214 
manner 	 7350.609086408448 0.5489604724752957 
mans 	 10465.597626019478 0.5489604724752957 
von 	 12538.800843074274 0.5489604724752957 
eschenbach's 	 17897.953415535387 0.5489604724752957 
parzival 	 7912.375099240296 0.8614656498650214 
qualities 	 11010.921402390197 0.5489604724752957 
teachings 	 12077.736159710945 0.5489604724752957 
friend 	 9252.851487667958 0.5489604724752957 
mentor 	 14612.004060129071 0.5489604724752957 
trevrizent 	 17897.953415535387 0.5489604724752957 
corrigan 	 17897.953415535387 0.5489604724752957 
actor's 	 14612.004060129071 0.5489604724752957 
experiences 	 7531.937330261404 0.5489604724752957 
personality 	 8791.786804304627 0.5489604724752957 
giving 	 6940.240531961614 0.5489604724752957 
interpretation 	 2643.7765752004507 1.0632172006262433 
corrigan's 	 17897.953415535387 0.5489604724752957 
simply 	 7931.329725601352 0.5489604724752957 
communicator 	 15824.750198480591 0.5489604724752957 
playwright's 	 15824.750198480591 0.5489604724752957 
creation 	 6940.240531961614 0.5489604724752957 
stanley 	 14612.004060129071 0.5489604724752957 
kowalski 	 17897.953415535387 0.5489604724752957 
biff 	 17897.953415535387 0.5489604724752957 
loman 	 4870.668020043024 1.0632172006262433 
birds 	 15824.750198480591 0.5489604724752957 
lyridcal 	 17897.953415535387 0.5489604724752957 
pollitical 	 17897.953415535387 0.5489604724752957 
athenian 	 14612.004060129071 0.5489604724752957 
tragedies 	 15824.750198480591 0.5489604724752957 
loss 	 7097.697938816511 0.5489604724752957 
spirit 	 9252.851487667958 0.5489604724752957 
desperately 	 15824.750198480591 0.5489604724752957 
pipe 	 13751.546981425794 0.5489604724752957 
dreams 	 12538.800843074274 0.5489604724752957 
true 	 7931.329725601352 0.5489604724752957 
inevitable 	 5839.171882185498 0.8614656498650214 
disillusionment 	 11010.921402390197 0.5489604724752957 
sam 	 12538.800843074274 0.5489604724752957 
shepard 	 17897.953415535387 0.5489604724752957 
interpersonal 	 13751.546981425794 0.5489604724752957 
communication 	 7350.609086408448 0.5489604724752957 
behavior 	 3256.11295431618 0.8614656498650214 
poet 	 12538.800843074274 0.5489604724752957 
investigates 	 9798.175264038677 0.5489604724752957 
verbal 	 10725.84865459546 0.5489604724752957 
nonverbal 	 17897.953415535387 0.5489604724752957 
shepard's 	 15824.750198480591 0.5489604724752957 
poetry 	 5839.171882185498 0.8614656498650214 
subconscious 	 7306.002030064536 0.8614656498650214 
workings 	 14612.004060129071 0.5489604724752957 
performer 	 12538.800843074274 0.5489604724752957 
image 	 5412.361091277536 0.5489604724752957 
bywilliam 	 17897.953415535387 0.5489604724752957 
faulkner 	 12538.800843074274 0.5489604724752957 
marriages 	 12538.800843074274 0.5489604724752957 
jack 	 12077.736159710945 0.5489604724752957 
houston 	 13084.124619444992 0.5489604724752957 
mink 	 14612.004060129071 0.5489604724752957 
snopes 	 17897.953415535387 0.5489604724752957 
bondage 	 13751.546981425794 0.5489604724752957 
struggle 	 7724.972046983879 0.5489604724752957 
goeth 	 15824.750198480591 0.5489604724752957 
referring 	 12538.800843074274 0.5489604724752957 
dominance 	 5362.92432729773 0.8614656498650214 
personal 	 2138.653816379084 0.8614656498650214 
crash 	 11326.054704722756 0.5489604724752957 
overview 	 5190.704146565754 0.5489604724752957 
retain 	 12077.736159710945 0.5489604724752957 
basic 	 6197.092606299801 0.5489604724752957 
premise 	 12538.800843074274 0.5489604724752957 
fighting 	 9423.812303463244 0.5489604724752957 
predestined 	 17897.953415535387 0.5489604724752957 
fates 	 15824.750198480591 0.5489604724752957 
device 	 4899.087632019338 0.8614656498650214 
serves 	 8937.7181853354 0.5489604724752957 
companion 	 13751.546981425794 0.5489604724752957 
pathos 	 15824.750198480591 0.5489604724752957 
martha 	 14612.004060129071 0.5489604724752957 
edward 	 12077.736159710945 0.5489604724752957 
martha's 	 17897.953415535387 0.5489604724752957 
archetypal 	 14612.004060129071 0.5489604724752957 
childless 	 17897.953415535387 0.5489604724752957 
battles 	 12538.800843074274 0.5489604724752957 
raise 	 10465.597626019478 0.5489604724752957 
level 	 4439.022691577564 0.5489604724752957 
absurd 	 15824.750198480591 0.5489604724752957 
theatre 	 11678.343764370997 0.5489604724752957 
scandal 	 12077.736159710945 0.5489604724752957 
moliere's 	 7912.375099240296 0.8614656498650214 
sheridan's 	 17897.953415535387 0.5489604724752957 
comedies 	 3437.8867453564485 1.20422993706831 
manners 	 6542.062309722496 0.8614656498650214 
participate 	 8791.786804304627 0.5489604724752957 
hypocrisy 	 13084.124619444992 0.5489604724752957 
scandalmongering 	 17897.953415535387 0.5489604724752957 
means 	 2683.348041067174 0.8614656498650214 
conforming 	 13751.546981425794 0.5489604724752957 
prevailing 	 11678.343764370997 0.5489604724752957 
trends 	 3675.304543204224 0.8614656498650214 
resolution 	 3813.4488434601567 0.8614656498650214 
reactions 	 9091.136428848564 0.5489604724752957 
authors 	 9605.140547316201 0.5489604724752957 
exemplfying 	 17897.953415535387 0.5489604724752957 
notes 	 5277.405869353651 0.5489604724752957 
mark 	 10004.532942656147 0.5489604724752957 
twain 	 13084.124619444992 0.5489604724752957 
frost 	 14612.004060129071 0.5489604724752957 
eliot 	 12077.736159710945 0.5489604724752957 
stephen 	 13084.124619444992 0.5489604724752957 
crane 	 10226.18988736793 0.5489604724752957 
personify 	 17897.953415535387 0.5489604724752957 
chorus' 	 17897.953415535387 0.5489604724752957 
song 	 10725.84865459546 0.5489604724752957 
symbolic 	 10004.532942656147 0.5489604724752957 
precursor 	 15824.750198480591 0.5489604724752957 
bring 	 7179.648270613161 0.5489604724752957 
guilty 	 9798.175264038677 0.5489604724752957 
invoke 	 14612.004060129071 0.5489604724752957 
angry 	 13084.124619444992 0.5489604724752957 
gods 	 12077.736159710945 0.5489604724752957 
spanning 	 15824.750198480591 0.5489604724752957 
ages 	 9091.136428848564 0.5489604724752957 
giovanni 	 17897.953415535387 0.5489604724752957 
nostromo 	 15824.750198480591 0.5489604724752957 
literary 	 3141.2707678210813 1.0632172006262433 
autumn 	 12077.736159710945 0.5489604724752957 
beckett's 	 4583.848993808598 1.0632172006262433 
endgame 	 4583.848993808598 1.0632172006262433 
exposes 	 12538.800843074274 0.5489604724752957 
evils 	 13084.124619444992 0.5489604724752957 
delusion 	 17897.953415535387 0.5489604724752957 
faith 	 8791.786804304627 0.5489604724752957 
superficial 	 15824.750198480591 0.5489604724752957 
belief 	 4135.147911677299 0.8614656498650214 
ephemeral 	 17897.953415535387 0.5489604724752957 
unimportant 	 17897.953415535387 0.5489604724752957 
proving 	 11010.921402390197 0.5489604724752957 
willy 	 4583.848993808598 1.0632172006262433 
considerations 	 8270.295823354598 0.5489604724752957 
butterfly 	 14612.004060129071 0.5489604724752957 
hwang 	 17897.953415535387 0.5489604724752957 
modification 	 10465.597626019478 0.5489604724752957 
kabuki 	 17897.953415535387 0.5489604724752957 
deception 	 12538.800843074274 0.5489604724752957 
phantom 	 15824.750198480591 0.5489604724752957 
opera 	 10725.84865459546 0.5489604724752957 
observation 	 6864.514968280603 0.5489604724752957 
directed 	 8937.7181853354 0.5489604724752957 
harold 	 6875.773490712897 0.8614656498650214 
princelooking 	 17897.953415535387 0.5489604724752957 
motifs 	 13751.546981425794 0.5489604724752957 
dance 	 10226.18988736793 0.5489604724752957 
pinter 	 14612.004060129071 0.5489604724752957 
david 	 7531.937330261404 0.5489604724752957 
mamet 	 17897.953415535387 0.5489604724752957 
pinter's 	 15824.750198480591 0.5489604724752957 
emergence 	 9605.140547316201 0.5489604724752957 
world's 	 10725.84865459546 0.5489604724752957 
foremost 	 14612.004060129071 0.5489604724752957 
absurdist 	 17897.953415535387 0.5489604724752957 
creates 	 11010.921402390197 0.5489604724752957 
silences 	 17897.953415535387 0.5489604724752957 
punctuated 	 17897.953415535387 0.5489604724752957 
conversations 	 13751.546981425794 0.5489604724752957 
interior 	 9798.175264038677 0.5489604724752957 
monologues 	 17897.953415535387 0.5489604724752957 
mamet's 	 17897.953415535387 0.5489604724752957 
construction 	 3589.8241353065805 0.8614656498650214 
unit 	 7826.371588045843 0.5489604724752957 
continuous 	 11678.343764370997 0.5489604724752957 
intermediate 	 12538.800843074274 0.5489604724752957 
entries 	 13084.124619444992 0.5489604724752957 
exits 	 14612.004060129071 0.5489604724752957 
occur 	 8652.645437540665 0.5489604724752957 
shakespearian 	 14612.004060129071 0.5489604724752957 
comparative 	 7626.897686920313 0.5489604724752957 
concern 	 3359.2917936249164 0.8614656498650214 
dream 	 5113.094943683965 0.8614656498650214 
secure 	 9252.851487667958 0.5489604724752957 
midle 	 17897.953415535387 0.5489604724752957 
approaches 	 7531.937330261404 0.5489604724752957 
mccarthyism 	 15824.750198480591 0.5489604724752957 
sharpest 	 17897.953415535387 0.5489604724752957 
inquisitions 	 17897.953415535387 0.5489604724752957 
mccarthy 	 14612.004060129071 0.5489604724752957 
challenge 	 8652.645437540665 0.5489604724752957 
inquisitors 	 17897.953415535387 0.5489604724752957 
result 	 5366.696082134348 0.5489604724752957 
experience 	 5366.696082134348 0.5489604724752957 
coming 	 9091.136428848564 0.5489604724752957 
scrutiny 	 12077.736159710945 0.5489604724752957 
protagonists 	 7306.002030064536 0.8614656498650214 
differences 	 1988.9673774205473 1.0632172006262433 
hedda's 	 4474.488353883847 1.20422993706831 
complexity 	 5232.798813009739 0.8614656498650214 
assertiveness 	 8948.976707767693 0.8614656498650214 
constructive 	 6269.400421537137 0.8614656498650214 
destructive 	 5839.171882185498 0.8614656498650214 
characterizations 	 6038.868079855472 0.8614656498650214 
country's 	 8652.645437540665 0.5489604724752957 
timberlake 	 17897.953415535387 0.5489604724752957 
wertenbaker 	 17897.953415535387 0.5489604724752957 
succeeding 	 17897.953415535387 0.5489604724752957 
sociopolitical 	 11326.054704722756 0.5489604724752957 
tract 	 12538.800843074274 0.5489604724752957 
lacking 	 13084.124619444992 0.5489604724752957 
accomplishment 	 13751.546981425794 0.5489604724752957 
soothsayer 	 8948.976707767693 0.8614656498650214 
aeneid 	 6542.062309722496 0.8614656498650214 
choice 	 6940.240531961614 0.5489604724752957 
guiding 	 13084.124619444992 0.5489604724752957 
legend 	 11010.921402390197 0.5489604724752957 
hell 	 4361.374873148331 1.0632172006262433 
disguise 	 4361.374873148331 1.0632172006262433 
issue 	 4245.987974855088 0.5489604724752957 
congreve's 	 17897.953415535387 0.5489604724752957 
ethreges's 	 17897.953415535387 0.5489604724752957 
mode 	 10004.532942656147 0.5489604724752957 
demonstrating 	 13751.546981425794 0.5489604724752957 
ruse 	 17897.953415535387 0.5489604724752957 
facilitate 	 10725.84865459546 0.5489604724752957 
plotof 	 17897.953415535387 0.5489604724752957 
replicate 	 17897.953415535387 0.5489604724752957 
mores 	 14612.004060129071 0.5489604724752957 
ethics 	 9252.851487667958 0.5489604724752957 
translating 	 17897.953415535387 0.5489604724752957 
attempting 	 9798.175264038677 0.5489604724752957 
interactions 	 12538.800843074274 0.5489604724752957 
structural 	 8519.6902156913 0.5489604724752957 
script 	 6875.773490712897 0.8614656498650214 
key 	 5233.740860284984 0.5489604724752957 
understanding 	 7350.609086408448 0.5489604724752957 
lope 	 17897.953415535387 0.5489604724752957 
vega's 	 8948.976707767693 0.8614656498650214 
fuente 	 17897.953415535387 0.5489604724752957 
ovejuna 	 17897.953415535387 0.5489604724752957 
originally 	 9798.175264038677 0.5489604724752957 
demonstrates 	 10465.597626019478 0.5489604724752957 
convergence 	 13751.546981425794 0.5489604724752957 
atypical 	 14612.004060129071 0.5489604724752957 
honest 	 12538.800843074274 0.5489604724752957 
hardworking 	 17897.953415535387 0.5489604724752957 
tillers 	 17897.953415535387 0.5489604724752957 
soil 	 12077.736159710945 0.5489604724752957 
finely 	 15824.750198480591 0.5489604724752957 
tuned 	 15824.750198480591 0.5489604724752957 
justice 	 6382.161938820602 0.5489604724752957 
maganimity 	 17897.953415535387 0.5489604724752957 
roswitha's 	 17897.953415535387 0.5489604724752957 
terence 	 7912.375099240296 0.8614656498650214 
assessment 	 7826.371588045843 0.5489604724752957 
german 	 7179.648270613161 0.5489604724752957 
dramatist 	 7306.002030064536 0.8614656498650214 
roswitha 	 17897.953415535387 0.5489604724752957 
intended 	 9252.851487667958 0.5489604724752957 
christian 	 7350.609086408448 0.5489604724752957 
substitute 	 14612.004060129071 0.5489604724752957 
prometheus 	 13084.124619444992 0.5489604724752957 
bound 	 9798.175264038677 0.5489604724752957 
traces 	 6864.514968280603 0.5489604724752957 
developments 	 7931.329725601352 0.5489604724752957 
comparing 	 10226.18988736793 0.5489604724752957 
contrasting 	 5663.027352361378 0.8614656498650214 
drawn 	 5002.266471328074 0.8614656498650214 
ideology 	 9252.851487667958 0.5489604724752957 
superman 	 13751.546981425794 0.5489604724752957 
killing 	 10465.597626019478 0.5489604724752957 
duel 	 15824.750198480591 0.5489604724752957 
invites 	 17897.953415535387 0.5489604724752957 
statue 	 6875.773490712897 0.8614656498650214 
dinner 	 13751.546981425794 0.5489604724752957 
obliges 	 17897.953415535387 0.5489604724752957 
inviting 	 14612.004060129071 0.5489604724752957 
mowatt's 	 17897.953415535387 0.5489604724752957 
fashion 	 5839.171882185498 0.8614656498650214 
offers 	 6197.092606299801 0.5489604724752957 
central 	 1744.5802867616612 1.0632172006262433 
anna 	 11326.054704722756 0.5489604724752957 
cora 	 17897.953415535387 0.5489604724752957 
mowatt 	 17897.953415535387 0.5489604724752957 
god 	 3030.378809616188 1.0632172006262433 
destiny 	 3408.7299624559764 1.0632172006262433 
sundiata 	 8948.976707767693 0.8614656498650214 
efforts 	 5651.768829929083 0.5489604724752957 
evidenced 	 11678.343764370997 0.5489604724752957 
niane 	 17897.953415535387 0.5489604724752957 
leroi 	 17897.953415535387 0.5489604724752957 
jones' 	 8948.976707767693 0.8614656498650214 
dutchman 	 17897.953415535387 0.5489604724752957 
reflecting 	 9091.136428848564 0.5489604724752957 
relationships 	 7724.972046983879 0.5489604724752957 
white 	 6319.191191909885 0.5489604724752957 
dominant 	 3084.283829222653 1.0632172006262433 
subservient 	 17897.953415535387 0.5489604724752957 
christopher 	 10465.597626019478 0.5489604724752957 
marlowe's 	 8948.976707767693 0.8614656498650214 
tamburlaine 	 17897.953415535387 0.5489604724752957 
personages 	 17897.953415535387 0.5489604724752957 
marlowe 	 14612.004060129071 0.5489604724752957 
depicted 	 10725.84865459546 0.5489604724752957 
cultural 	 5966.902132261642 0.5489604724752957 
day 	 1384.6499812609427 1.0632172006262433 
imaginative 	 13751.546981425794 0.5489604724752957 
prostitution 	 6875.773490712897 0.8614656498650214 
economic 	 4472.442033666556 0.5489604724752957 
created 	 5553.694469865518 0.5489604724752957 
industrial 	 5912.019858505066 0.5489604724752957 
revolution 	 6864.514968280603 0.5489604724752957 
bombast 	 17897.953415535387 0.5489604724752957 
disguised 	 14612.004060129071 0.5489604724752957 
insight 	 10226.18988736793 0.5489604724752957 
mock 	 15824.750198480591 0.5489604724752957 
trial 	 7531.937330261404 0.5489604724752957 
levels 	 6864.514968280603 0.5489604724752957 
charges 	 7626.897686920313 0.5489604724752957 
imitating 	 17897.953415535387 0.5489604724752957 
